1,4.4
2,3.8
3,3.6
4,4
5,4
6,4.7
7,4.8
8,1.4
9,4.3
10,4.9
11,4.4
12,1.4
13,3.6
14,4.7
15,5.2
16,5
17,2.7
18,4.1
19,3.3
20,5.1
21,2.1
22,3.9
23,3.1
24,3.8
25,2.4
26,4.5
27,4.9
28,4.8
29,5.1
30,3.4
