1,2.8
2,4.3
3,7.9
4,4.3
5,4.7
6,3.1
7,2.3
8,3.7
9,7.7
10,6.9
11,4.2
12,3.8
13,2.9
14,4.6
15,6.9
16,6.1
17,7
18,7.1
19,7.1
20,3.8
21,1.3
22,2.7
23,5.9
24,6.3
25,5.5
26,4.3
27,3.4
28,6.5
