1,1.6
2,6.7
3,8.7
4,8.2
5,1.8
6,5
7,5.1
8,4
9,7.8
10,7.7
11,8.9
12,8.9
13,7.7
14,8.9
15,7.8
16,4
17,7.2
18,4.7
19,5
20,7.6
21,3
22,1.4
23,4.6
24,3.6
25,6.9
26,8.9
27,1.9
28,6.2
29,8.8
30,8.3
31,2.3
