1,1.1
2,1.6
3,1.9
4,1.8
5,3.3
6,2.6
7,1.9
8,2.9
9,1.3
10,2.7
11,2.2
12,2.6
13,0.9
14,2.6
15,3
16,2.9
17,2.9
18,2.9
19,1.6
20,1.8
21,2
22,1.7
23,1.6
24,1.5
25,2.8
26,2.7
27,2.3
28,2.2
29,2.6
30,2.6
31,1.7
