1,0.8
2,1.4
3,1.8
4,2.5
5,2.6
6,1.3
7,2.1
8,2.3
9,2.6
10,2.3
11,2.4
12,2.5
13,1.1
14,2.4
15,1.6
16,1.4
17,2.5
18,2.5
19,2.4
20,2.3
21,1.3
22,1.1
23,1.4
24,1.8
25,1.7
26,2.1
27,2
28,2.6
29,2.6
30,2.2
