1,5.7
2,7.4
3,7.3
4,1.8
5,5.7
6,3.2
7,5.2
8,8
9,8
10,8.1
11,1.8
12,5.9
13,6.2
14,5.7
15,4.1
16,8.2
17,7.1
18,8.3
19,8.3
20,7.3
21,4.7
22,3.3
23,1.4
24,3.8
25,8.2
26,5.4
27,7.8
28,2.9
29,3.8
30,8.6
