1,5.5
2,6.1
3,5.9
4,3.4
5,2.1
6,1.6
7,2.7
8,3.1
9,2.6
10,5.1
11,4.4
12,5.7
13,3.3
14,6.5
15,1.5
16,5.8
17,3.1
18,2.8
19,2.7
20,3.8
21,4.2
22,6.1
23,3.2
24,2.2
25,4.3
26,6
27,6.8
28,6.6
29,4.7
30,5.4
31,2.1
