1,3.1
2,3.2
3,2.8
4,2
5,2.3
6,2.7
7,1.5
8,1.8
9,2.5
10,3.5
11,3.2
12,2.4
13,3.1
14,1.8
15,2.5
16,1.3
17,2.6
18,3.5
19,1.9
20,2.2
21,2.5
22,1.4
23,2.4
24,2.2
25,2.5
26,3.4
27,3.7
28,3.8
29,4.3
30,2.9
31,2.4
